CASE_ID,PARTY_NUMBER,PARTY_TYPE,AT_FAULT,PARTY_SEX,PARTY_AGE,PARTY_SOBRIETY,PARTY_DRUG_PHYSICAL,DIR_OF_TRAVEL,PARTY_SAFETY_EQUIP_1,PARTY_SAFETY_EQUIP_2,FINAN_RESPONS,SP_INFO_1,SP_INFO_2,SP_INFO_3,OAF_VIOLATION_CODE,OAF_VIOL_CAT,OAF_VIOL_SECTION,OAF_VIOLATION_SUFFIX,OAF_1,OAF_2,PARTY_NUMBER_KILLED,PARTY_NUMBER_INJURED,MOVE_PRE_ACC,VEHICLE_YEAR,VEHICLE_MAKE,STWD_VEHICLE_TYPE,CHP_VEH_TYPE_TOWING,CHP_VEH_TYPE_TOWED,RACE,INATTENTION,SPECIAL_INFO_F,SPECIAL_INFO_G,ACCIDENT_YEAR
9101774,2,1,N,M,32,A,-,W,M,C,Y,-,3,-,-,"- ",,,N,-,0,0,D,2016,-,A,01,,H,,-,-,2020
9101780,1,1,Y,M,54,A,-,N,M,G,N,-,3,-,-,"- ",,,N,-,0,0,B,2019,-,-,,,B,,-,-,2020
9101780,2,4,N,M,29,A,-,N,-,-,N,-,3,-,-,"- ",,,N,-,0,1,-,,-,L,04,,W,,-,-,2020
9101854,1,4,Y,M,29,A,-,W,-,-,N,-,3,-,-,"- ",,,N,-,0,1,B,,-,L,04,,A,,-,-,2020
9101854,2,3,N,-,998,H,H,-,-,-,O,-,3,-,-,"- ",,,N,-,0,0,A,2013,-,A,01,,,,-,-,2020
9101856,1,1,Y,M,81,A,-,S,M,G,Y,-,3,-,-,"- ",,,N,-,0,0,B,1996,-,A,01,,W,,-,-,2020
9101856,2,4,N,M,63,A,-,W,-,-,N,-,3,-,-,"- ",,,N,-,0,1,B,,-,L,04,,W,,-,-,2020
9101858,1,1,Y,M,998,A,-,W,M,G,Y,-,3,-,-,"- ",,,N,-,0,0,E,2018,-,A,01,,B,,-,-,2020
9101858,2,4,N,M,16,A,-,E,-,-,,-,3,-,-,"- ",,,N,-,0,1,B,,-,L,04,,H,,-,-,2020
91034548,1,4,Y,M,64,A,-,S,-,W,O,-,3,-,-,"- ",,,N,-,0,1,M,,MARIN,L,04,,W,,-,-,2019
9106469,1,4,Y,M,60,A,-,S,-,-,,-,3,-,-,"- ",,,N,-,0,1,E,,-,L,04,,W,,-,-,2020
91064872,1,4,Y,F,30,A,-,N,-,V,O,-,3,-,-,"- ",,,N,-,0,1,H,,KHS,L,04,,W,,-,-,2019
9047575,1,4,N,M,47,A,-,S,-,-,O,-,3,-,-,"- ",,,N,-,0,1,D,,-,L,04,,B,,-,-,2020
9111045,1,1,Y,-,998,G,G,E,-,-,N,-,3,-,-,"- ",,,N,-,0,0,B,,-,-,,,,,-,-,2020
9111045,2,4,N,M,52,A,-,E,-,-,,-,3,-,-,"- ",,,N,-,0,1,B,,-,L,04,,W,,-,-,2020
9047592,1,4,Y,M,30,A,-,N,-,-,O,-,3,-,-,"- ",,,N,-,0,1,B,,-,L,04,,W,,-,-,2020
9111066,1,4,Y,M,61,A,-,S,-,-,,-,-,-,-,"- ",,,-,-,0,1,B,,-,L,04,,W,,-,-,2020
9111075,1,1,Y,M,31,G,G,N,B,-,,-,-,-,-,"- ",,,M,-,0,0,J,2012,-,A,01,,O,,-,-,2020
9111075,2,4,N,M,24,A,-,N,-,-,,-,3,-,-,"- ",,,N,-,0,1,B,,-,L,04,,O,,-,-,2020
9075045,1,1,Y,F,41,A,-,S,M,C,Y,-,-,-,-,"- ",,,N,-,0,0,D,1996,BUICK,A,01,,W,,-,-,2020
9075045,2,4,N,M,42,A,-,S,-,-,O,-,-,-,-,"- ",,,N,-,0,1,B,,-,L,04,,W,,-,-,2020
9075069,1,1,Y,F,58,A,-,N,M,C,Y,-,3,-,-,"- ",,,N,-,0,0,E,2014,INFINITI,A,01,,W,,-,-,2020
9075069,2,4,N,M,56,A,-,-,-,-,O,-,3,-,-,"- ",,,N,-,0,1,-,,-,L,04,,B,,-,-,2020
9075073,1,4,Y,M,31,A,-,S,-,-,O,-,3,-,-,"- ",,,E,-,0,0,B,,-,L,04,,W,,-,-,2020
9075073,2,2,N,F,33,A,-,E,-,-,O,-,3,-,-,"- ",,,G,-,0,1,R,,-,N,60,,A,,-,-,2020
9087208,1,4,Y,M,58,A,-,W,-,-,,-,-,-,-,"- ",,,N,-,0,1,D,,-,L,04,,A,,-,-,2020
9087208,2,1,N,F,42,A,-,S,M,G,Y,-,-,-,-,"- ",,,N,-,0,0,E,2009,-,A,01,,A,,-,-,2020
90709597,1,4,Y,M,44,A,-,S,-,W,O,-,3,-,-,"- ",,,N,-,0,1,B,,TRANSIT,L,04,,W,,-,-,2018
9074757,1,4,Y,M,47,A,-,S,-,-,O,-,-,-,-,"- ",,,F,-,0,1,E,,-,L,04,,B,K,-,-,2020
9074757,2,1,N,M,51,A,-,W,M,B,Y,-,-,-,-,"- ",,,-,-,0,0,G,2014,PETERBILT,F,27,,W,,-,-,2020
9111120,1,4,Y,F,36,A,-,E,-,-,,-,3,-,-,"- ",,,F,-,0,1,B,,-,L,04,,W,-,-,-,2020
9111124,1,1,N,M,32,H,H,N,M,G,Y,-,3,-,-,"- ",,,N,-,0,0,B,2017,-,A,01,,O,,-,-,2020
9111124,2,4,Y,F,26,H,H,W,-,-,O,-,3,-,-,"- ",,,N,-,0,1,B,,-,L,04,,W,,-,-,2020
9111128,1,4,Y,M,28,A,-,E,-,-,N,-,-,-,-,"- ",,,N,-,0,1,J,,-,L,04,,W,,-,-,2020
9111128,2,1,N,M,36,A,-,E,M,G,Y,-,-,-,-,"- ",,,N,-,0,0,B,2013,-,I,19,,A,,-,-,2020
9111133,1,4,Y,M,20,A,-,N,-,-,N,-,3,-,-,"- ",,,N,-,0,1,B,,-,L,04,,W,,-,-,2020
9111133,2,1,N,M,38,A,-,W,M,G,Y,-,3,-,-,"- ",,,H,-,0,0,B,2018,-,A,01,,W,,-,-,2020
9074939,1,4,Y,M,51,A,-,N,-,-,O,-,-,-,-,"- ",,,-,-,0,1,P,,-,L,04,,W,,-,-,2020
9074939,2,1,N,M,29,A,-,N,M,G,Y,-,-,-,-,"- ",,,-,-,0,0,B,2014,CHEVROLET,A,01,,W,,-,-,2020
9075177,1,4,Y,F,42,A,-,N,-,-,O,-,3,-,-,"- ",,,A,-,0,1,B,,-,L,04,,O,,-,-,2020
9075177,2,1,N,M,32,A,-,E,M,G,Y,-,3,-,-,"- ",,,-,-,0,0,D,2019,NISSAN,A,01,,O,,-,-,2020
9076426,1,1,N,F,55,A,-,-,M,G,Y,-,3,-,-,"- ",,,N,-,0,0,B,2013,-,M,96,,O,,-,-,2020
9076426,2,4,N,M,30,A,-,N,-,-,O,-,3,-,-,"- ",,,N,-,0,1,E,,-,L,04,,W,,-,-,2020
9074943,1,4,Y,M,57,A,-,S,-,-,O,-,3,-,-,"- ",,,N,-,0,1,B,,-,L,04,,B,,-,-,2020
9074943,2,1,N,M,45,A,-,W,M,E,Y,-,3,-,-,"- ",,,N,-,0,0,B,2020,TOYOTA,A,01,,H,,-,-,2020
9074984,1,4,Y,M,24,A,-,N,-,-,O,-,3,-,,44,21200,,A,-,0,1,J,,-,L,04,,H,,-,-,2020
9074984,2,1,N,F,54,A,-,N,M,G,Y,-,3,-,-,"- ",,,N,-,0,0,B,2018,FORD,C,06,,B,,-,-,2020
9087244,1,4,N,M,45,A,-,E,-,-,N,-,3,-,-,"- ",,,N,-,0,1,H,,-,L,04,,H,,-,-,2020
91163819,1,4,Y,M,50,A,-,S,-,W,O,-,3,-,-,"- ",,,N,-,0,1,M,,TREK,L,04,,W,,-,-,2020
9120743,1,1,Y,F,54,A,-,N,M,C,Y,-,3,-,-,"- ",,,N,-,0,0,B,2005,ACURA,A,01,,A,,-,-,2020
9120743,2,4,N,M,44,A,-,N,-,-,N,-,3,-,-,"- ",,,N,-,0,1,B,,-,L,04,,W,,-,-,2020
90919031,1,4,Y,M,22,A,-,S,-,W,O,-,3,-,-,"- ",,,N,-,0,1,B,,SPECIALI,L,04,,A,,-,-,2019
9092353,1,-,Y,M,998,G,G,N,-,-,,-,-,-,-,"- ",,,-,-,0,0,L,2008,-,A,01,,A,,-,-,2020
9092353,2,4,N,M,38,A,-,N,-,-,,-,-,-,-,"- ",,,-,-,0,1,B,,-,L,04,,A,,-,-,2020
9120782,1,4,Y,F,70,A,-,W,-,-,N,-,-,-,-,"- ",,,N,-,0,1,B,,-,L,04,,W,,-,-,2020
9120798,1,4,Y,M,25,A,-,N,-,-,,-,3,-,-,"- ",,,K,N,0,1,B,,-,L,04,,W,,-,-,2020
9120798,2,1,N,M,68,A,-,W,M,G,Y,-,3,-,-,"- ",,,N,-,0,1,B,2002,-,A,01,,A,,-,-,2020
9120876,1,4,Y,M,37,A,-,N,-,-,,-,3,-,,31,22107,,A,N,0,1,Q,,-,L,04,,W,,-,-,2020
9120876,2,1,N,M,998,A,-,E,M,G,Y,-,3,-,-,"- ",,,N,-,0,0,B,2017,-,D,22,,,,-,-,2020
9120894,1,4,Y,M,50,A,-,E,-,-,N,-,3,-,-,"- ",,,N,-,0,1,B,,-,L,04,,W,,-,-,2020
9120894,2,4,N,M,26,A,-,E,-,-,,-,3,-,,31,22108,,A,-,0,1,D,,-,L,04,,W,,-,-,2020
9092354,1,1,Y,F,0,A,-,E,M,-,Y,-,3,-,-,"- ",,,M,-,0,0,E,2009,-,A,01,,O,,-,-,2020
9092354,2,4,N,F,51,A,-,N,-,-,N,-,3,-,-,"- ",,,N,-,0,1,B,,-,L,04,,O,,-,-,2020
9092356,1,4,Y,F,25,A,-,S,-,-,N,-,3,-,-,"- ",,,N,-,0,1,M,,-,L,04,,W,,-,-,2020
9092356,2,1,N,M,34,A,-,S,M,-,Y,-,3,-,-,"- ",,,N,-,0,0,B,2016,-,A,01,,O,,-,-,2020
9092361,1,4,Y,M,46,G,G,N,-,-,O,-,3,-,-,"- ",,,N,-,0,1,B,,-,L,04,,H,,-,-,2020
9092361,2,1,N,M,45,A,-,W,M,B,Y,-,3,-,-,"- ",,,N,-,0,0,B,2016,FORD,A,01,,O,,-,-,2020
9120929,1,1,Y,M,45,A,-,N,M,-,Y,-,3,-,-,"- ",,,N,-,0,0,L,2016,-,A,01,,W,,-,-,2020
9120929,2,4,N,M,58,A,-,W,-,-,N,-,3,-,-,"- ",,,N,-,0,1,B,,-,L,04,,H,,-,-,2020
91246193,1,4,N,M,57,A,-,S,-,V,O,-,3,-,-,"- ",,,N,-,0,1,B,,RALEIGH,L,04,,W,,-,-,2020
91310054,1,4,N,M,49,A,F,N,-,V,O,-,3,-,-,"- ",,,N,-,0,1,B,,RALEIGH,L,04,,O,,-,-,2020
91011619,1,4,N,M,42,A,-,N,-,W,O,-,3,-,-,"- ",,,N,-,0,1,B,,FUJI,L,04,,W,,-,-,2019
9137528,1,1,Y,-,998,G,G,E,B,-,N,-,3,-,-,"- ",,,N,-,0,0,B,,-,A,01,,,,-,-,2020
9137528,2,4,N,M,25,A,-,E,-,-,,-,3,-,-,"- ",,,N,-,0,1,B,,-,L,04,,W,,-,-,2020
9137531,1,4,Y,M,25,G,G,N,-,-,N,-,3,-,-,"- ",,,E,-,0,1,L,,-,L,04,,B,,-,-,2020
9137531,2,1,N,M,32,A,-,E,M,G,Y,-,3,-,-,"- ",,,N,-,0,0,B,2020,-,-,,,A,,-,-,2020
9137537,1,4,N,M,63,A,-,E,-,-,N,-,3,-,-,"- ",,,N,-,0,1,B,,-,L,04,,W,,-,-,2020
9101768,1,1,Y,M,32,A,-,N,M,B,,-,3,-,-,"- ",,,N,-,0,1,I,2003,-,A,01,,B,,-,-,2020
9101768,2,4,N,M,47,A,-,N,-,-,,-,3,-,-,"- ",,,N,-,0,0,B,,-,L,04,,W,,-,-,2020
9108247,1,4,Y,M,34,A,-,W,-,-,,-,3,-,,33,21800,A,A,-,0,1,B,,-,L,04,,H,,-,-,2020
9108247,2,1,N,M,49,A,-,N,-,-,Y,-,3,-,-,"- ",,,N,-,0,0,D,2016,-,A,01,,A,,-,-,2020
9111053,1,1,Y,F,998,G,G,W,N,B,N,-,-,-,-,"- ",,,-,-,0,0,B,,-,A,01,,,,-,-,2020
9111053,2,4,N,M,28,A,-,N,-,-,O,-,3,-,-,"- ",,,N,-,0,1,B,,-,L,04,,W,,-,-,2020
9138708,1,1,Y,M,58,A,-,N,M,G,Y,-,3,-,-,"- ",,,N,-,0,0,E,2011,-,-,,,A,,-,-,2020
9138708,2,4,N,M,55,A,-,W,-,-,,-,3,-,-,"- ",,,N,-,0,1,B,,-,L,04,,W,,-,-,2020
9138712,1,1,Y,-,998,G,G,E,-,B,,-,-,-,,25,22350,,A,-,0,0,D,,-,A,01,,,,-,-,2020
9138712,2,4,N,M,40,A,-,W,-,-,,-,3,-,-,"- ",,,N,-,0,1,B,,-,L,04,,W,,-,-,2020
9138719,1,4,Y,M,39,A,-,S,-,-,N,-,3,-,-,"- ",,,N,-,0,0,B,,-,L,04,,O,,-,-,2020
9138719,2,2,N,F,79,A,-,W,-,-,O,-,3,-,-,"- ",,,N,-,0,1,B,,-,N,60,,W,,-,-,2020
9138724,1,4,Y,M,58,A,-,N,-,-,N,-,3,-,,44,21657,,A,-,0,1,B,,-,L,04,,B,,-,-,2020
9138724,2,1,N,M,64,A,-,W,M,C,Y,-,3,-,-,"- ",,,-,-,0,0,B,,-,A,01,,W,,-,-,2020
9138727,1,1,Y,F,998,H,H,S,-,B,,-,-,-,-,"- ",,,-,-,0,0,B,2020,FORD,A,01,,O,,-,-,2020
9138727,2,4,N,F,32,A,-,W,-,-,,-,3,-,-,"- ",,,-,-,0,1,B,,-,L,04,,W,,-,-,2020
9138814,1,1,N,-,998,G,G,E,-,-,,-,-,-,-,"- ",,,-,-,0,0,B,,-,A,01,,,,-,-,2020
9138814,2,4,N,M,49,B,-,N,-,-,,-,-,-,-,"- ",,,-,-,0,1,B,,-,L,04,,B,,-,-,2020
9111076,1,1,Y,M,43,A,-,S,M,B,Y,-,3,-,-,"- ",,,-,-,0,0,D,2003,-,A,01,,H,,-,-,2020
9111076,2,4,N,M,62,A,-,E,-,-,,-,3,-,-,"- ",,,-,-,0,1,B,,-,L,04,,W,,-,-,2020
9138918,1,3,Y,-,998,A,-,S,-,-,O,-,3,-,-,"- ",,,N,-,0,0,O,2007,-,A,01,,,,-,-,2020
9138918,2,4,N,M,62,A,-,S,-,-,,-,3,-,-,"- ",,,N,-,0,1,B,,-,L,04,,W,,-,-,2020
9138926,1,4,Y,M,32,A,-,S,-,-,,-,3,-,-,"- ",,,N,-,0,1,L,,-,L,04,,W,,-,-,2020
9138926,2,1,N,M,45,A,-,N,M,G,Y,-,-,-,-,"- ",,,N,-,0,0,B,2008,-,A,01,,A,,-,-,2020
9138938,1,4,Y,F,63,C,-,N,-,-,,-,3,-,-,"- ",,,N,-,0,1,B,,-,L,04,,A,,-,-,2020
9138938,2,4,N,F,51,C,-,S,-,-,,-,3,-,-,"- ",,,N,-,0,1,B,,-,L,04,,W,,-,-,2020
9138940,1,4,Y,M,43,A,-,E,-,-,,-,3,-,-,"- ",,,M,N,0,1,H,,-,L,04,,W,,-,-,2020
9138941,1,4,Y,-,998,G,G,N,-,-,N,-,3,-,,26,23103,A,A,-,0,0,Q,,-,L,04,,,,-,-,2020
9138941,2,2,N,M,27,G,G,-,-,-,O,-,3,-,,35,21954,A,A,-,0,1,A,,-,N,60,,O,,-,-,2020
9111099,1,4,N,M,998,-,-,N,-,-,,-,3,-,-,"- ",,,N,-,0,1,B,,-,L,04,,A,,-,-,2020
9111099,2,2,N,M,47,A,-,N,-,-,O,-,3,-,-,"- ",,,N,-,0,1,-,,-,N,60,,H,,-,-,2020
9111101,1,1,N,M,48,G,G,E,M,G,N,-,3,-,-,"- ",,,N,-,0,0,D,2000,-,A,01,,B,,-,-,2020
9111101,2,4,N,M,36,H,H,E,-,-,,-,3,-,-,"- ",,,N,-,0,1,B,,-,L,04,,O,,-,-,2020
9111102,1,1,Y,M,37,G,G,E,B,-,N,-,-,-,-,"- ",,,N,-,0,0,B,1996,-,A,01,,A,,-,-,2020
9111102,2,4,N,M,42,A,-,S,-,-,,-,3,-,-,"- ",,,N,-,0,1,E,,-,L,04,,O,,-,-,2020
9145191,1,1,Y,-,998,G,G,N,B,-,,-,-,-,-,"- ",,,-,-,0,0,B,,FORD,-,99,,,,-,-,2020
9145191,2,4,N,M,37,A,-,E,-,-,,-,3,-,-,"- ",,,N,-,0,2,B,,-,L,04,,W,,-,-,2020
9145209,1,4,Y,F,42,A,-,-,-,-,,-,3,-,-,"- ",,,N,-,0,1,A,,-,L,04,,H,,-,-,2020
9145209,2,1,N,M,25,A,-,W,M,G,Y,-,3,-,-,"- ",,,N,-,0,0,A,2016,-,A,01,,A,,-,-,2020
9145213,1,4,N,M,37,G,G,W,-,-,,-,-,-,-,"- ",,,N,-,0,1,B,,-,L,04,,W,,-,-,2020
9145216,1,1,Y,F,46,A,-,E,M,G,Y,-,3,-,-,"- ",,,N,-,0,0,F,2007,-,A,01,,W,,-,-,2020
9145216,2,4,N,M,15,A,-,E,-,-,,-,3,-,-,"- ",,,N,-,0,1,B,,-,L,04,,W,,-,-,2020
9148360,1,1,Y,M,63,A,-,S,M,G,Y,-,3,-,-,"- ",,,N,-,0,0,B,2013,-,I,09,,B,,-,-,2020
9148360,2,4,N,M,22,A,-,S,-,-,,-,3,-,-,"- ",,,N,-,0,1,B,,-,L,04,,B,,-,-,2020
9087250,1,1,Y,F,23,A,-,N,M,G,Y,-,3,-,-,"- ",,,N,-,0,0,K,2017,-,A,01,,A,,-,-,2020
9087250,2,4,N,F,30,A,-,N,-,-,,-,3,-,-,"- ",,,N,-,0,1,B,,-,L,04,,A,,-,-,2020
9148579,1,1,Y,M,34,A,-,W,M,G,Y,-,3,-,,31,22100,A,A,N,0,0,D,2014,-,A,01,,B,,-,-,2020
9148579,2,4,N,M,22,A,-,S,-,-,,-,3,-,-,"- ",,,N,-,0,1,B,,-,L,04,,W,,-,-,2020
9148580,1,3,N,-,998,A,-,-,-,-,O,-,3,-,-,"- ",,,N,-,0,0,O,2012,-,A,01,,,,-,-,2020
9148580,2,4,N,F,71,A,-,W,-,-,,-,3,-,-,"- ",,,N,-,0,1,B,,-,L,04,,W,,-,-,2020
9148580,3,4,N,-,72,A,-,W,-,-,,-,3,-,-,"- ",,,N,-,0,1,B,,-,L,04,,W,,-,-,2020
90898763,1,4,Y,M,998,G,G,S,-,B,O,-,3,-,-,"- ",,,N,-,0,0,R,,-,L,04,,H,,-,-,2018
90898763,2,4,N,M,58,A,-,S,-,W,O,-,3,-,-,"- ",,,N,-,0,1,B,2014,S-WORK,L,04,,W,,-,-,2018
9120777,1,1,Y,M,26,A,-,E,M,-,Y,-,-,-,-,"- ",,,N,-,0,0,J,2002,HONDA,A,01,,A,,-,-,2020
9120777,2,4,N,M,33,A,-,E,-,-,N,-,-,-,-,"- ",,,N,-,0,1,B,,-,L,04,,A,,-,-,2020
9120900,1,4,N,M,54,A,-,S,-,-,,-,-,-,-,"- ",,,M,-,0,1,B,,-,L,04,,W,,-,-,2020
9120907,1,4,N,M,54,A,-,W,-,-,N,-,3,-,-,"- ",,,K,-,0,1,B,,-,L,04,,W,,-,-,2020
9154112,1,1,Y,M,22,A,-,N,M,G,Y,-,3,-,-,"- ",,,N,-,0,0,D,2020,JEEP,A,01,,B,,-,-,2020
9154112,2,4,N,M,36,A,-,W,-,-,,-,3,-,-,"- ",,,N,-,0,1,B,,-,L,04,,A,,-,-,2020
9156606,1,1,Y,M,47,A,-,N,M,G,Y,-,3,-,-,"- ",,,-,-,0,0,E,2010,-,A,01,,O,,-,-,2020
9156606,2,4,N,F,31,A,-,S,-,-,,-,3,-,-,"- ",,,-,-,0,1,B,,-,L,04,,,,-,-,2020
9120909,1,4,Y,M,34,A,-,S,-,-,N,-,3,-,-,"- ",,,N,-,0,1,E,,-,L,04,,W,,-,-,2020
9120909,2,1,N,M,61,A,-,E,M,G,Y,-,3,-,-,"- ",,,N,-,0,0,B,2006,-,A,01,,O,,-,-,2020
9137459,1,1,Y,M,49,A,-,E,M,G,Y,-,3,-,-,"- ",,,N,-,0,0,E,2012,-,A,01,,B,,-,-,2020
9137459,2,4,N,F,41,A,-,W,-,-,N,-,3,-,-,"- ",,,N,-,0,1,B,,-,L,04,,A,,-,-,2020
91379518,1,4,Y,M,32,A,-,S,-,W,O,-,3,-,-,"- ",,,N,-,0,1,B,,SURLY,L,04,,W,,-,-,2020
91379518,2,4,N,F,27,A,-,N,-,W,O,-,3,-,-,"- ",,,N,-,0,1,B,,UNKNOWN,L,04,,H,,-,-,2020
9101231,1,4,N,M,67,A,-,S,-,-,,-,3,-,-,"- ",,,N,-,0,1,J,,-,L,04,,W,,-,-,2020
9101231,2,1,N,-,998,G,G,S,B,-,,-,-,-,,47,20003,A,A,-,0,0,J,2017,-,I,09,,,,-,-,2020
9138177,1,1,Y,M,64,A,-,E,M,G,Y,-,3,-,-,"- ",,,N,-,0,0,E,2013,-,D,22,,W,,-,-,2020
9138177,2,4,N,F,34,A,-,N,-,-,,-,3,-,-,"- ",,,N,-,0,1,B,,-,L,04,,W,,-,-,2020
9138701,1,4,Y,M,12,A,-,S,-,-,,-,3,-,-,"- ",,,N,-,0,1,B,,-,L,04,,H,,-,-,2020
9138701,2,1,N,-,998,G,G,E,-,-,,-,-,-,-,"- ",,,N,-,0,0,B,,-,A,07,,,,-,-,2020
9166807,1,3,Y,-,998,A,-,S,-,-,O,-,3,-,-,"- ",,,N,-,0,0,R,2014,-,A,01,,,,-,-,2020
9166807,2,4,N,M,34,A,-,S,-,-,,-,3,-,-,"- ",,,N,-,0,1,B,,-,L,04,,H,,-,-,2020
9166815,1,4,Y,M,7,A,-,E,-,-,,-,3,-,-,"- ",,,N,-,0,1,L,,-,L,04,,W,,-,-,2020
9166815,2,1,N,M,25,A,-,S,M,G,Y,-,3,-,-,"- ",,,N,-,0,0,B,2018,-,A,01,,H,,-,-,2020
9138823,1,4,Y,M,19,A,-,E,-,-,,-,3,-,-,"- ",,,N,-,0,1,Q,,-,L,04,,H,,-,-,2020
9138823,2,1,N,M,52,A,-,W,M,G,Y,-,3,-,-,"- ",,,N,-,0,0,B,2019,-,A,01,,W,,-,-,2020
9139670,1,1,Y,M,58,A,-,E,M,B,,-,3,-,-,"- ",,,-,-,0,0,J,2013,-,I,20,,O,,-,-,2020
9139670,2,4,N,F,26,A,-,E,-,-,N,-,3,-,-,"- ",,,-,-,0,1,B,,-,L,04,,A,,-,-,2020
9168123,1,1,Y,M,80,A,-,W,M,G,Y,-,3,-,-,"- ",,,-,-,0,0,E,2012,-,A,07,,B,,-,-,2020
9168123,2,4,N,M,34,A,-,E,-,-,,-,3,-,-,"- ",,,-,-,0,1,B,,-,L,04,,H,,-,-,2020
9168124,1,2,Y,M,34,A,-,S,-,-,O,-,3,-,-,"- ",,,-,-,0,0,R,,-,N,60,,W,,-,-,2020
9168124,2,4,N,M,32,A,-,W,-,-,,-,3,-,-,"- ",,,-,-,0,1,B,,-,L,04,,A,,-,-,2020
9168128,1,4,Y,F,49,G,G,S,-,-,,-,-,-,-,"- ",,,N,-,0,1,B,,-,L,04,,W,,-,-,2020
9168140,1,4,Y,M,48,A,-,W,-,-,,-,3,-,-,"- ",,,N,-,0,1,Q,,-,L,04,,H,,-,-,2020
9168140,2,1,N,M,39,A,-,N,M,G,Y,-,3,-,-,"- ",,,N,-,0,0,B,2007,-,A,01,,H,,-,-,2020
9140268,1,1,Y,M,45,A,-,S,M,G,Y,-,-,-,-,"- ",,,N,-,0,0,B,2008,-,A,01,,H,,-,-,2020
9140268,2,4,N,M,28,A,-,E,-,-,N,-,-,-,-,"- ",,,N,-,0,1,D,,-,L,04,,W,,-,-,2020
9178365,1,1,Y,M,998,G,G,N,B,-,,-,-,-,,19,20001,A,A,N,0,0,B,1990,-,A,01,,H,,-,-,2020
9178365,2,4,N,M,56,A,-,N,-,-,,-,3,-,-,"- ",,,N,-,0,1,B,,-,L,04,,H,,-,-,2020
9178379,1,4,Y,M,30,A,-,S,-,-,,-,3,-,-,"- ",,,N,-,0,0,E,,-,L,04,,B,,-,-,2020
9178379,2,2,N,F,77,A,-,E,-,-,O,-,3,-,-,"- ",,,N,-,0,1,B,,-,N,60,,A,,-,-,2020
9145133,1,4,Y,M,27,A,-,E,-,-,,-,3,-,-,"- ",,,-,-,0,1,L,,-,L,04,,B,,-,-,2020
9145133,2,1,N,M,57,A,-,N,M,G,Y,-,3,-,,33,21804,A,A,-,0,0,B,2016,-,A,07,,W,,-,-,2020
9111114,1,1,Y,-,998,-,-,-,-,-,,-,-,-,-,"- ",,,N,-,0,0,B,,-,-,99,,,,-,-,2020
9111114,2,4,N,F,43,A,-,W,-,-,,-,-,-,-,"- ",,,N,-,0,1,E,,-,L,04,,W,,-,-,2020
9182394,1,4,Y,M,56,A,-,W,-,-,O,-,3,-,-,"- ",,,G,-,0,1,B,,-,L,04,,H,,-,-,2020
9182394,2,1,N,F,49,A,-,E,M,G,Y,-,3,-,-,"- ",,,G,-,0,0,A,2018,-,A,01,,,,-,-,2020
9182399,1,4,Y,M,15,A,-,E,-,-,N,-,3,-,-,"- ",,,N,-,0,1,B,,-,L,04,,H,,-,-,2020
9182399,2,1,N,F,32,A,-,S,M,G,Y,-,3,-,-,"- ",,,N,-,0,0,B,2018,-,A,01,,W,,-,-,2020
9111116,1,1,Y,M,18,A,-,N,M,G,Y,-,3,-,-,"- ",,,N,-,0,0,K,2018,JEEP,A,01,,W,,-,-,2020
9111116,2,4,N,M,24,A,-,N,-,-,,-,3,-,-,"- ",,,N,-,0,1,B,,-,L,04,,O,,-,-,2020
9182426,1,4,Y,F,16,G,G,S,-,-,N,-,3,-,-,"- ",,,N,-,0,1,I,,-,L,04,,W,,-,-,2020
9182426,2,1,N,F,66,G,G,S,M,G,Y,-,3,-,-,"- ",,,N,-,0,0,E,2006,-,A,01,,W,,-,-,2020
9182427,1,4,Y,F,57,A,-,S,-,-,,-,3,-,-,"- ",,,-,-,0,1,B,,-,L,04,,A,,-,-,2020
9182428,1,4,Y,F,29,A,-,E,-,-,N,-,3,-,,44,21461,A,A,-,0,1,E,,-,L,04,,A,,-,-,2020
9182428,2,1,N,M,81,A,-,E,M,G,Y,-,3,-,-,"- ",,,N,-,0,0,B,2013,-,A,01,,B,,-,-,2020
9182438,1,1,Y,M,77,A,-,W,M,G,Y,-,3,-,-,"- ",,,N,-,0,0,F,2011,-,A,01,,H,,-,-,2020
9182438,2,4,N,M,41,A,-,N,-,-,,-,3,-,-,"- ",,,N,-,0,1,B,,-,L,04,,W,,-,-,2020
9111187,1,4,Y,M,43,A,-,E,-,-,,-,3,-,-,"- ",,,N,-,0,1,B,,-,L,04,,B,,-,-,2020
9111187,2,1,N,M,48,A,-,S,M,G,Y,-,3,-,-,"- ",,,N,-,0,0,B,2011,-,A,01,,W,,-,-,2020
9111189,1,4,Y,M,27,A,-,S,-,-,,-,3,-,,27,21650,1,A,-,0,1,B,,-,L,04,,O,,-,-,2020
9111189,2,1,N,M,52,A,-,E,M,G,Y,-,3,-,-,"- ",,,N,-,0,0,B,2006,-,A,01,,W,,-,-,2020
9111191,1,4,Y,M,8,A,-,N,-,-,,-,-,-,,25,22350,,A,-,0,1,R,,-,L,04,,W,,-,-,2020
9111191,2,1,N,F,58,A,-,S,M,G,Y,-,-,-,-,"- ",,,-,-,0,0,B,2018,-,-,,,A,,-,-,2020
9111200,1,4,Y,M,44,C,-,W,-,-,,-,-,-,-,"- ",,,N,-,0,1,E,,-,L,04,,W,,-,-,2020
